Código del ámbito,Ámbito,Código del área (M49),Área,Código del elemento,Elemento,Código del producto,Producto,Código del año,Año,Unidad,Valor,Símbolo,Descripción del Símbolo,Nota
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","32.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","34.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","31.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","30.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","32.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","29.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","28.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","30.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","29.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","28.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","30.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","29.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","28.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","29.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","29.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","29","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","29.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","37.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","36.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","38.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","37.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","36.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","38.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","32.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","31.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","33.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","31.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","30.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","32.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","29.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","28.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","30.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","28.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","27.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","29.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","30.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","29.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","32","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","28.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","28.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","28.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","28.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","28.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080","Número de personas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","29","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","12.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","12.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","13.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","12","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","11.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","12.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","11.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","10.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","11.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","11","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","10.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","11.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","10.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","10.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","11.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","10.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","10.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","10.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","10","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","9.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","10.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","13.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","13.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","14","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","13.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","12.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","13.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","11.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","11.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","11.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","11.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","11","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","11.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","11","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","10.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2018","2018","millones No","11.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","10.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","10.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2019","2019","millones No","11","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","11.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","10.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2020","2020","millones No","11.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","9.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","9.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2021","2021","millones No","9.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","9.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","9.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080M","Número de hombres adultos que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2022","2022","millones No","9.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","16.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","15.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20142016","2014-2016","millones No","16.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","15.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","14.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20152017","2015-2017","millones No","15.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","14.1","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","13.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20162018","2016-2018","millones No","14.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","13.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","12.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20172019","2017-2019","millones No","13.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","13.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","12.8","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20182020","2018-2020","millones No","13.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","13.6","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","13.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20192021","2019-2021","millones No","13.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","14.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","14","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210081F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (promedio de 3 años)","20202022","2020-2022","millones No","14.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","16.7","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","16.3","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2014","2014","millones No","17.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","16.9","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","16.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2015","2015","millones No","17.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","15","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","14.5","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61322","Confidence interval: Upper bound","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2016","2016","millones No","15.4","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","6132","Valor","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","14.2","E","Valor estimado",""
"FS","Datos de Seguridad Alimentaria","021","América septentrional","61321","Confidence interval: Lower bound","210080F","Número de mujeres adultas que padecen inseguridad alimentaria moderada o grave (millones) (valor anual)","2017","2017","millones No","13.7","E","Valor estimado",""
